Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Global Blockchain Show,Blockchain,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821005915/?eBP=CwEAAAGOAKGFjPJoSXMmFY91gpgxGGNZNZ9XvBWULWHiO9khPASkHYc8vVrvnpx0E2pDrj_cNRRT1oe4Bnz0Jd22j0QktsMx2nzmt2uG_2m3wlGUUBX5_63sGs9FU7FtL1pQ-SzvNNsYfP0NhnZu4-ub7EnfAzPR0yFmCLE4S-YqBSWerCgjkArOU9rRMkRoChSIyBZQayhReVf6YmA_PKbkxM2JHw3ucLPzpJ0LA97JfKZv4jPz0k2QhwzVnSp-3sZlf1e0t4oa2gdokMr4ftkRoP9olEpiyD9FGXIYtmzG_5Zw8nbaIOfm1qwxNBZ-Y8lsdljnbdWfle325Ti12oVcn72mKg-RV0hFFBhkP4cIXvUZEzWmgZG7tmy4MNFMvGWD-_G8dvKSurlfOym0qPdbwkI6JKllKRQ&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=VRqvkV8wKSCT1HuAazSUfA%3D%3D&trk=flagship3_search_srp_jobs
TimesOfAI,Blockchain,"Bengaluru, Karnataka, India (On-site)",,https://www.linkedin.com/jobs/view/3792237285/?eBP=CwEAAAGOAKGFjKqU5pNeoK-9o0Z1fydcPuTxGWMqs-Vs7XTr9cGbT-3LpFIXaZNYI0XftG_FsKDx1_XYPKqdSjLtZZEmgWgHubWyY5-oT4GYYJP-j-bO_kNTZ95q2TamwRIkgod8JTmZ0ZgWRBLmG5fu3lKroir8X7pYKlGNLHlic4jKt3jPuNct6pS6uCiO48vLTMIv0-MxB_JFpczBhiPg0BfUzWK5TAs-vaByjPIh2IrBhCdvJS64WVs4IrSwNLD3KcrRZ5xfMLkdtDZjUp1uupKAiKJJ9uDCE1v2XrFH2QlxzcPnzn-fO7q2E6uNf1qNEMrAJtdG3SQLnJZFY8My8qnpFiFgb8GEIEzMTYIKKbHQ1w_vFNarYKBYahEw08bwri9JyX89wp_ye_8TCBvx9fEm1UQK&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=YGxvaSFz1Gfjms801YU7ZA%3D%3D&trk=flagship3_search_srp_jobs
Trianz,Blockchain,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3829062344/?eBP=CwEAAAGOAKGFjBvs1H80S57vMWeho2iaSJx6T00LZhqDjSZ6NAnG1QMQU0ogO0KnCJ35grPRxtGhxB7MtqhlP81OJA2W763YvN5TKe1dLkXZUoLt2ozFUCEuzQeFnVwMS5Yu-9dZLw2FjIw7uAGdTxKu5W31ZhT0fIVzEOL1FKCS8QRslU7A2q-3QsgGkwscQnriFmCH7g5abVr2zOdb5favM_S2eBols_OsDlUSMZG8_VHC6yQBNuJwUsr4kuDwxOtwuV-8e1Po9_zrMlb1UYnY6w0irJMD2MxNuxiOFbuZrP0ePhLHKidPAc0u7DrQSfQTX6eGMG6-zcxOF51Q0XRgJERHkCz1CeVwThqjEOHNL_j51M4S4F4tHPeVNAu99U6pmg5Gzonw-MUdBl-jKHjCIluw3w&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=Qhr4uxRodv5yDwtoUo4HeQ%3D%3D&trk=flagship3_search_srp_jobs
Global Blockchain Show,Blockchain,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821012061/?eBP=CwEAAAGOAKGFjDzJMoJmVTGtm2x5GTPo8U2jKN3QCHI5PIrUx3vWkWn8JQYZNETsP88EWmwGvVmjGV8onwsJBwTXDv_SIWpCKhBCB8eWfo2yzCgED8NFMclXNkDpsY90899j0X2-7MX_cxeefOENk_CKT5v6sxnyfpD5LC1Kvc9FVYiJrx-G4bEfseKhy2nQyn4TEzkU8hg6KCMkDhJNpmMwPzIJd67usQ_ooyE48dv5v8adGccCg1dVE6rB2A9NsDC82eTGJMXH0z2bCP5xwym3lpsJRnT83lJZrJyOejIC6-N-YwHVEVn09pM58cgdYM2CZk_9z1TMyBk-cj-v8oUbkn-JDjkeLUyoHkQuIYguDX-QKnkvQf7AYuOK02A95sg0u21vkxDYoFVNNdkAIR7UJdLPMGyUxMA&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=6W%2FR7%2BJRfp35sgjQKuzc7g%3D%3D&trk=flagship3_search_srp_jobs
VAP Group,Blockchain,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821147529/?eBP=CwEAAAGOAKGFjIZZYveihGmluLk7YkGXRrOl8CjRMcNOPROciaQ0PlaCJZ2kukBDEXQ-Ez-F49XBitTTkeonMkmt5XB1NRTF_LAyIJs7gTbtwKPBvYKO6IwPFVp9xmVLbDlyJg3CXMPBXpFOTgY4vDLrEz0LJOEVVSI-wWvM3heuis8MnMb6i5uytQ9UE4Bs882kP6nnH0-ry39mr4JdtPYDB0nwVSv-NJ6tn-Mrbvb32LvKVhAAcpndTg7p14jMMcF_BXggTPKh_5jHdlJ2Aaj8XB3Hd7uVWyxpYzBYI49E1ND6rSrvMnWKksASTnCiCx6nP8Y55dHTr4v2tZcONmV5697iVep811SlS7bAf7T0nEHk0-Lv6jwx7DwUBep6oM9AS6ZhH7ZW3W6ghVdAz9ixgD-tUVFkwvA&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=vacMjHipGDYBY32Rsx2hNA%3D%3D&trk=flagship3_search_srp_jobs
Tech Mahindra,Blockchain,"Hyderabad, Telangana, India (On-site)",1 connection works here,https://www.linkedin.com/jobs/view/3834871413/?eBP=CwEAAAGOAKGFjIqu8Jps8G-lLnmZL11J0iWON32rNVjlE28cVNcBJq9rOxa04MJ6EREnQN-ZFunS9Fl9M9064Tj6hdS9JcnCV3LmD6gZTm3zh_RquqYuenHyQwPSxrltfeJ_KP0NUPu6nZb8dxhb3sdj60R37yqPsVXHF6Ye0R0HzLV4yzL9hqS8Nt52-1l8ZMRnSYfGskR0RdNnMupyubyeajRgv4kr-e65Efau06G4GfwGUDuoJdAX2gR7ZzOcmMZzi8raLYIHyAml4HxkAkmqs-PBoFO6SyCQHBCm4BgKAhGj8Avb4fe77ZxAwGvdVe8rL6v2vWDyBpNWuzyzJnCeEjhH_TuhPlVehbg4Abf9EVZYxXLX7WHifWc463u5aaPfkSEalWvVXRW1wUPf75sR_Puzky8d3zw&refId=a%2FBaX01MbmB0c4tOHfS3iw%3D%3D&trackingId=cMjCjQaoTiJCeLfe3sjZ9A%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,ETL Developer,"Andhra Pradesh, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3824665614/?eBP=CwEAAAGOAKHaMzItlJs5MEDI6PihbUNk57xmckgsCdRxZ2YkDPF_ub6L-TBCX3yF9NqIrQQ7iU5yV6ASbRVJ_uuBZmMxE9dkbFoJVC1BuasJVs3Wj6v4lnH82ynAbbQrWRBOZiAPXwVJgPB5pU-Fr86M-UGDEYaSKJSQB01rVtmHU6bxnfI71MD2yhabX-CKR145U3Bj2yu3xUh-7wtWbvDHhIHeBj2ofEcv9zz_rk2zqaqHclzCy_aFfd2o4bcg28T-5-QPlKpeUS0_Y2qeVl2y7lzTkk-4riLbYd7xUCVHYxvUiyx4I7bQoBe0YAm053AXOpz0VPXQMUX5kkCE3ets5ZnsgXcSX8wMr6S25czxXJvgQq89tq6QOQ6JVi9E47gDsl6WXmlcEWEbWdBABjwz50Qj7RrO&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=SZlMrDYEL7%2FhXvt6iGoUCA%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,ETL Developer,"Andhra Pradesh, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3823631717/?eBP=CwEAAAGOAKHaM8V3q8HqZg_MhlvQ0o4o-qUqhrd_yotbSKM6UuSp3wRxNuXAJCTBI_i2wVUaWUAtkqr3mI3ae4fbbnDdtMjbWYB6pOoYacByM2-ApiHLzq_XY4ccJ0rrLUqIkNvqB_TXveG-ZTfCKSViNR45LcZGKJwvy6sRuzcHl83Bm8z7zsSq5ftNLxv86NVSOA1SBr08nGI05yDCr2qD77H3eJIdEQZ-ekWWTJv7qSwB9nsrjA-v5j6DgF4uDxnrB3q0SAvy8zBLIjOFCnezs8epeNLG49m8jcFJGsMfbU8qF_388SzPGmIXrDsNemzr2wzwFo9kaUo7wVW88XEvkrzC_LP595IQOnIh0dqzGQ99FUwWz0tSBRUXwVvlvI7PS89IdJr9rvMy590xnBwdR-xDk-z3&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=nZbvjINMGMV2rQHXiT%2BqQQ%3D%3D&trk=flagship3_search_srp_jobs
Forsta,ETL Developer,"Trivandrum, Kerala, India (Hybrid)",,https://www.linkedin.com/jobs/view/3769425098/?eBP=CwEAAAGOAKHaM44_ZS_n2gaf7kNA0XpHcdDZlAzv-2lnfabymmax1RmJFBI18wB8LDXbNP5XyJg1N6drSj2AMUcHZ_kXGRSa_VTO_gbtQLaEhxQJsfaWmnhGo3rT1xwbiD_AuIcBfF_iuTdP9qteVG_JnGnquKXLHCQZlHk-JAElkjNYwEqySEZ9UpqMlgW1PGd_QmSE5JmOHPbmRCXW8EQqy9-15WrMW7zYBPmlnlNRLUhAMkFw4OITIxPTi-wsprrViRmKWqW4uqFoesNZWVz2Ifycs_hv-3p0OS31QC9EJoiJ1xdSNAPL_lwbDOHWAhu38L1vto5SnAHXBQtuXd--pihWQ0minKghhuXtj7kwFSjzT4ZHbjJcqtT3_U_mOW-k7ObFXRFo2NCJoihI6OaG4Cxb8jFG&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=pPVJH8%2FxPN4Ur3OGrJPxFA%3D%3D&trk=flagship3_search_srp_jobs
Equifax,ETL Developer,"Pune, Maharashtra, India",Actively recruiting,https://www.linkedin.com/jobs/view/3737204473/?eBP=CwEAAAGOAKHaMxUHM5GSd-K3Rw_VNcOba5MupuCddLmBNgf7lWXMvI1XZDg5Po3cKvJP47XqOKf7awYvXKxDdswMMPQ1BzpG6JQ2NTxuVwRxUsH98wR2NAvzl9qM6pP1bycCKtjdLoFvu78Srnjiev4eX3_DOdiRp51Aw1H-GqaUw9cCohfbkEB1ahJ1898VFi0fJB99FyRGZJZzrrl6mMAeu5E-QhKym9rMpIHHJShSPyozoapp_IY3EBugaTZcB3l0FBeeSJymuBxRReBYVnTiokh5dvaGk-456hfDd9eIJgI2t6lHnTOHia6YfWC-Ul1rAuXAqJUTd637hsBR5TuciGZXUheJjbGfyO70SEYuyNGi4RC9rjuBnlCEK1B_JJMT1QW5zZZs49SCH5D-rGuLRDUGzrGL&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=%2BkKz57bXi7XMbX1HR4rh5w%3D%3D&trk=flagship3_search_srp_jobs
Synechron,ETL Developer,"Pune, Maharashtra, India (Hybrid)",5 school alumni work here,https://www.linkedin.com/jobs/view/3820244800/?eBP=CwEAAAGOAKHaM1eTzDpTLUEE1jZyj6qTDGNgW4KxLEBD4Ao_UBhmTedkkwUI4GOiCe84HLOhm8EXpSxaWN9Ndv4DrQ0C08CV7tPIixTgvUqKJjgwRnWLlUBxjURk4be8PAMTO6tZMMUp71U3f5-RMFx_s3MJUpZVLgblGnGs-2GPIraobOH5UJC9iRDltFx0BxN5S8bKyP8Mf7dLZtFxJvEc68d8Jgn_P6zemvYhL8B0k3JwNY3X3ILXmSgnZUTLfnWQ9vSfg5fh4J3oreoCZxmXkWz0nr_FyEFEgEsCJCRu0qGOCJGLtQGE8-i3vgHsY00Hud06SdhwDkcusLXXDRxsyFxCTu74c8zmu7x3VW3Hx--7LaMmX8fAqZ6Y-oWyrpxOPVkAsvZQ3n9TyTGtJVJtAfh-65MqhbY&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=Jc58yjqbhgi1ho%2FpaZ9boQ%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,ETL Developer,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3837457640/?eBP=CwEAAAGOAKHaMy_scFyt6jVnF69kxJUxvvvWCBX30t9lyqbwpVmD0TevNA9RI_YuvOcqRhRzgPPdsJF9T_tl0ijA_ItKv0gHzBWH_3IvGsYT723ldnsq-35Vp3pLjqD8ATRu1jCnOu7mMfvTLxVmaB9E6lsAou-lY29GaA2Pt8Gf68-1jTCvTo_DaxDHpTPqf15skyvM7hzehYwLa54J7Rp8OXSiF_z0nQKjAg_HAnlEnm1osEgfX9i5zClvswItjMEBSpcuEnlRJABLp2Xav6QMEicZd-lwfE2_cA6dzflC0eMdUJko8K4L8TPNj0hy-wbFb0eET5MRB6AojawhQ6JnFXfPj-1FTVa5h-0Wr0ZrBfFEUhIMFQ8QhwST0cR_uvF5QCvycAVOHeZnummjg_oj7WiaY1cE&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=AthS7nu1X3ApKd7Gif0mcQ%3D%3D&trk=flagship3_search_srp_jobs
PwC Acceleration Centers in India,ETL Developer,"Bengaluru, Karnataka, India (On-site)",3 connections work here,https://www.linkedin.com/jobs/view/3720787110/?eBP=CwEAAAGOAKHaMzot5qpIByoY8u0DEC-XXCANL1GSFSOL4i5xEOpAy_caqgdjGhMd5XF_48krmFl2Zfjn2CMGFGwFjxAYKaBZ-FWOhBZwFsiy37KxKM6dX4vZ54vM6VNC4Vgs4MLtp0eepvf68m-n1upQcnCZVHXn1sQG_4DwGiOS0SI48ZriGuY803pBTS8D0P1VVREKCpuIHQS3-KJKpmJcx4MvCeBtzYZF3f3Ta1xjTnpSVrTxS06N_npYgqo-_u-G0OkWhiVoG06Hi5UntTaVnIcP6c52KsFxiEUGGQRYaUK5hq1E7pruM9ZiL8adb6KxFe9TwgCZQZ--Kfeux_praLL7xjOIq6KwB-eHX38BGHjX6GNe0N1D5L-MIfbK9CMzxZtKbvGS-bpR4C80JMVvhxye-5PpMi8&refId=90eg1A2tViWAeXKkSp7O1Q%3D%3D&trackingId=BkRNd4n6aSjjlcC%2F2vA0PA%3D%3D&trk=flagship3_search_srp_jobs
CANDOR TEXTILES,Operations Manager,"Indore, Madhya Pradesh, India (On-site)",,https://www.linkedin.com/jobs/view/3839785392/?eBP=CwEAAAGOAKLW1i1Ajnrr2lWSQ9LM0LIgT3GaPkbZtGUBUPkBuZLZ7iZfOUSR9oEtxiQAzrqC3a0DE0BmF5IVaAItef0AFoMyjq1KMoT0M_YikarHhGWL1zb0hxgjdZp-K17Va2-x1ZNQlEU1Qoe8_JSp7QlpvdAUM2H0J_NzPgOUdrhGiXrZXXzD9O6jmiTvK8muoc5aNZ8c8siyeAJh-yeYPh-8YLlqWWteuBWi7h7RQGoIWFUyGgLg7qdNxVymlCTxtLUev9OP4iQQqQgPg9YPtZITlFPJHCvNtMsaW0AcpiJxoDIaY-C9-qd67BfV-sTvnrfBFd6qLmlmwm2305a3NUS23H1T2tQGG3WTT6USOQY9uUW5C5H5DyJKqswN1CZrfzylL1_cvXi9xwfU2_uXqN55d6FcQhZScq34qzKYWUT8i49m008LBeo&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=e%2FbAIzjcmyM%2BmNAsEco3CA%3D%3D&trk=flagship3_search_srp_jobs
Arcserve,Operations Manager,"Gurugram, Haryana, India (Hybrid)",,https://www.linkedin.com/jobs/view/3835907364/?eBP=CwEAAAGOAKLW1iAwWzHf2l1RWL7kyRljYPuIetDSyz2_vpNLhML0W8qdH1loysAZyD28fu9cki8WuqImGNZfinLQSUPnJIlD42iMeLW4-99ne5UPb9eHPasdtLzImMwBqaLzj-ybpNyDW-HfOviWSX-5b6LJLZxR_vr9tgLmt92NDpFXsOWkP8fbItx0hun9TVoJ_5e73YhIreS0PVrnk1aVrBzo9a59w5-QqI9VM_boDhZb4l-uqIh1zTg6xuNYK3KYcLIqi88cWbEheD6ArDBBwBdoVr5qwxD-sP3ReUV_V30-Z0X3ZpsXzpdH-COadZaGvug0SokwfuYLov4Tr33M7KQJs6uvF63yX5x2qGKxY2Xgj8mPS5MxI1wlZiSVDYJ6HcuvP_yhPgJOZ-mL1n52GOF8zwPa&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=5hY91ZX3ZgptLb312Wrq7A%3D%3D&trk=flagship3_search_srp_jobs
Nirvana Insurance,Operations Manager,"Bengaluru, Karnataka, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3695230137/?eBP=CwEAAAGOAKLW1-RoOiYSbfwWLBbLL5iGefJdM3stIAu2cAa8aQ7WsBdEuyPgzphhR1DjcvudhEzm_2E_2G2ltHeUpXmgN64PQfo_ID9jU1qhTXBho0leCwq-JOGTAR-IMi8z7rjX1G4Q8UXWpcAnyhrNBAlWMJzNAsjiWMeAMOlVrldntkEDELqfg6bttmgeFligZCZE_JcvAsK5C1x_ykAscKMKnQ8ExWE4yIj_Zgj6t4yT4VnNJP_bmyT9ZEDsF4JsFmZh6Iy6TLZk4qd6Jilq_PFuVI6O3bRcG3zzdvfPpqIpaNs4rN577e2ybSwPTQzCPsbISqdyRo_-OPxC-gYbhPktjlOd-YO_FlWDgjV-zqOYNvkHNxB8fVcYcvOosGXCj2qJhKNToe-MEhIW_3X1cOL84Qf2&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=Fz1nT71iVjs07n2hA1xCJQ%3D%3D&trk=flagship3_search_srp_jobs
Growify Digital,Operations Manager,"New Delhi, Delhi, India (On-site)",,https://www.linkedin.com/jobs/view/3838379828/?eBP=CwEAAAGOAKLW14xUs5q2TCv0maNoxvFEBvgQH6Clm2_aZrhCqAEFKxffklAGHcCdy3EbtIhGhjE2vphzbuflawpE2baM-MT4y8fHXPcXdUR5QpBR1upjHTAPyj5BlX8PUqtP5813h8Xw6ZPmUZF3ApGjBVE6wx_h5qEXbECxOulieAc8jeaMKI61yE9iWnO2_9S0M30THzGm4VKGwt8hqJGgpXoFaOVyNOVCY790VYQcPU0S-SCWSU_x3o626-Y8tNpVqi8qCCu_sQU0AQpEhtBWlfrVME3ZHRo0Sl52wrPeeqSLtH9AIjmY6Xgg5o_RzvZxQ8J4_GSJ3YBoLDCW62sB7REtMuKm2WOB-ViWrT9_OWFB2ztgarXyi3EMJy9YPp9BzraYHCGHq5MDpT6Dvp61tHo5-8u6wIczgziBB3BMgzokaFLW2uiLJ1M&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=d%2Bx9nUcyEU841OCIIe4%2B4g%3D%3D&trk=flagship3_search_srp_jobs
Personnel Search Services Group,Operations Manager,"Mumbai, Maharashtra, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3827291007/?eBP=CwEAAAGOAKLW1-4G3hsDVdcAo3L0EizB-t4PyS99FnlVDKpDZ-vCKlDaMBHxDy3rAtGqRPmXINmuem-PkdcjSjOzLH6VeT1LQEAVi4kYbwQLkjCXTbgD9FwDTODUvp4fH-qulFSz3OFeXlfh-qw7GG8uJwEc3NjRB6QA1SZ0sfoxvJS33___KoCneO-rbgyCLzE6xbxwb1I5hzLesniqPSFl8hp7ZGk6QWhAHCPIpd4wFx-GHe4oIc1xMI3sFpgREcNd4HxwwYJ3ft5UvPgNyNJQvtEi9hE3yKGbXQpds2dWAU16yOpPJI8RXaCnVBVUPUxyHQXZhCVZh-Stv72AM38SSw8gFcAJOUgS0eWJBrMgp-0acAUea2W6BdLaUO1nkEnRbFybr2bmhmrbQSwOoo7pwpBasg&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=Je%2BuprhUYMnIm4KM8YQUnQ%3D%3D&trk=flagship3_search_srp_jobs
NTT Ltd.,Operations Manager,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3762759753/?eBP=CwEAAAGOAKLW1x9LWWWG95xkALtvW0UeeuoOregz1anfvJzzexbbtHn5bhA6m81rlwsFH8i6o4pBqNqtE13jDm80aemxhGQHslw0Mn9-0dLVHnxEd5cfogSJXoJ6H7BppuHE0MvOQpwJ_jm6W9goQ7ytXCW61PilWxE8g1B5lTffEAGchiHrvyqDsmdSyU-ssYFku5dUOIxLVynkXUnQfJfP9QIVXhMfEmo0RVUIPhOTfnFXRJLkYPNOF9wSg5oLa9JG7PppW2RZOFkrUOPKBODjpXy_Uir10U7IXPXmGP2WeDlBe--mpAkPGhyvEslwaDxc-KlhtwV8vd2c19-7M365rMqQmX7PvtkAOkZZptTaXgMJjNNzfCDtnZ-Ufu18ohkXvY2aI-LpTSN3ffko4pUyTuPMq77cwcc&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=yoW6OdDPSFlTiIDkWgUQZQ%3D%3D&trk=flagship3_search_srp_jobs
Amazon Web Services (AWS),Operations Manager,"Bengaluru, Karnataka, India",14 school alumni work here,https://www.linkedin.com/jobs/view/3764352220/?eBP=CwEAAAGOAKLW17-SxmDvW6wB7oHhOyPVIQi9yoSVoI9Gfilc1aL11Ltzc9qPseI1n458Dz_rahp2xueXDLFWQcJ5bLLhGAJR8X5JQZpD3-xBN5PRtZNA5CWvLyRK7skYNxUlQVOJxhwvcNTPhc7-uRa-tLXbTKEmaCoQkqqtLm6eUrdHJjf2oKoUPcCwuIXcBiy6ZgqsnkCo4fFf5hhJIgBmtk8AVKXdTAK8rzLxuohFIJedpQIh1-kVifhOpf5rLQxJa38CfEoonFQb4eDn2mTNUZerv5URqIXUr_usi5S2mhPk57jlbVehB7Y9WItJYnUBii1ZYVXMeFzM9Twdge_2DAlM-ddjVZKiAC4mj3PmE6UZndHKIO7fgWs&refId=89iVyqwPlXetEE9hmwHaVw%3D%3D&trackingId=xB6aCx%2Ba3WLTWD%2FL2EwJyw%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Data Science,"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3830966719/?eBP=CwEAAAGOAKMvFEYdhkC-H0_f73fb8A-mvy_2mjPEw8akKqw5DcQasOB4e-mDUU5AEoOY0eBZijbqTvY3jIEc7nurRDwPHaaVo7jtKtnEKdhTQR4THuxkGEcoI3VNPwlJYm9Jqtc1HAtqDwVCGBnxMehGCLmDaK6XueOqNVauaHyvx5fmd9kvxz0xPUNrqmmbMRiDhdlDj5aShbZ0PERQ490nPd_W2FmDSZMDPQk2k2vn-Mp2OydGXY1xoHlgTB97W3pskrVFyEGJVyqIOxr61lZJxY-NZ31n-CSxMxCaWZhacJvLRKK9aioIoo5Nq-nC024OySmFQ1KElWiGKQj8AuGzAx7H8ol0yNdYoAIfOTnqy18LZKXIuZ1vTKxiYZa6mRkVOV68CvhiGbHTdtE23LoceZOECCpY_Gw&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=67TicVOfqnbwfkUF9Mthvg%3D%3D&trk=flagship3_search_srp_jobs
Dr. Reddy's Laboratories,Data Science,"Hyderabad, Telangana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3834624258/?eBP=CwEAAAGOAKMvFAgR4xZJhRATmVPPUB_lxuEZZJvHcvcYvbJ7wpJo8BlmlHEd0_pMxWSFIfK9D4IQjK7Psy58ELLyrSsNQtawYPKbTkv42EZRL5loPvTyuZcHiAZ-vr8-AfnO0MPvWCa-9MXwmArlwZLAoWGAr-uU7yDZHW0U_zEer5oFwOXcWbMBA5mxtjBe7L2B3zMsv0A0jTU7g6ek31T-Y4dm1wMQ-ghiO0TK-HNTUeWyGdhO1ke-QiZ5aP6UDuZw8NY9qthQB_beLtRwhx8VIqVDrhpNsgK9LvrIt02MFTIsLv82RAuOmmictl9oBuYYwwPGuWarkGXdtoocAef3n2Cc_cxkHIw2vdw_3glNqh9LYhZwXz8CQwxbpnpP31ZSnyJpUs4_ZvtYJgkYuKK_1qbsPKwkE6s&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=S5kkEW0XA9iCmNFg8oEydg%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Data Science,"Chennai, Tamil Nadu, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3831588210/?eBP=CwEAAAGOAKMvFBHQP4n8UXyNUtw-mz3NQS6lCWLMp55ra4TEp9YNL8nK-OwykVfPwjESlW84i56Y6eK5mVCcHkrqiHMwizR2P4k5gXs3W9lB5XV0XWzlBub7UeAsC16PTAO6vXMDmc9Hc2Z2IFb6GSJFcJqZEchQIKA0pHsbYd6eSYhPt5ETDjHrESRV1U81J1Pz5esYdJRKpiQWjY3BcyRZw50ueb-mjgps27oui_42fgnBmJT-G2nQCaBILOCzVy4hGVbBVjIm_d-fN-l0V1stGm-16tws6-XKvWfy94THy-c71EstgNsDpcePaQ84KkHkNUOjHsi-tacS-O28iC1KvRmH3AC9QoL_weTOetJpuzKKaoDl-w9IUT0NzOHa9g7tKcMwd2vnIjJEXUj4KGYYPlDQR1HHudLjfA&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=DVQCjJ1I6t0a0hVj8yyKPw%3D%3D&trk=flagship3_search_srp_jobs
Skylark Labs,Data Science,"Pune, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3778000422/?eBP=CwEAAAGOAKMvFN-o_cV9z09xl0KyZauJecr2-YzT4j4g0aToBApkW6C_k2RGFY3jDzehLfWQ9fjUSrcrO9IQ0uZPAMX4Wn9wi6wVnfGVQOSqejuWmzKC7vIqmFkHYta9gzS4TuS5UY7cOMKpLOQSSAhq6MIt2KQMRON7EhqOcLE0l2RaLcvn_PheDwgRTBFfEg8SZeI7ruUQPJOQgbTVdkymXsjWoL-azyw8jpAGjtwwuvtjeHna4q-4m_bLcGqt_wEX_2rUPHzZWl8nJuoVww-rRBb6-0QDek9Bcgxc3NM4_0sY3RlfLjL94cU4Os4Z6f9ks_lnTtHZ0WbuAGJXw5RlRFK1Fx1APbdzIQjWWgb5Ju4eLEoOWbNSZP1_7gdfa-SYBix3D8XMNljJz84ScEKxriJGAQwrX-pfRQ&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=tHSwn7Sp4yV3s13Dp0dt9w%3D%3D&trk=flagship3_search_srp_jobs
EXL,Data Science,"Gurugram, Haryana, India (Hybrid)",2 school alumni work here,https://www.linkedin.com/jobs/view/3822764220/?eBP=CwEAAAGOAKMvFEP7C8AZ2F3MJoCgcVMtGXM-4kGnjU87CQVkZJtcdk8fi2KaPxOwanTzZeE5t7LjjLsABJv8TOB3m8sMrQOG-_wUXoYBTwq4FsrrLaJbo9SKeqCNYoIXREpNBwX3jjI8aKK3_5TvyHP9pdgyNkbPm6GIz3KWxw1wO8B3cVzEhnNxwosci3inkmR8pW6Xl9C0Hl_83iIarU7fq9da2aGfQrkjxMcQ03_RLmIGeydWaJYXP_kuWls7PRnC25bqAzWsefvpdh4qA-YHuGtHv95HRnUtWN19mnQcOI7AFzERqgU7Rbxe67QI8iCcNdl5Mdwc7X3xiJxLl2n0J_6Yh-bmYURK-tdUTSabUh2R1QQ9OC0_HNi9jQGjzUB5OGwhBA4LSCHYhXjo8958LWvIAI7esXzQeA&refId=bMeM7muaw2ox%2FU%2FFjerzbg%3D%3D&trackingId=Z7I52vWrI%2F%2Fk7kgKPK%2BZdQ%3D%3D&trk=flagship3_search_srp_jobs
